context,question,correct_answer,answer_start
"Turíngia tornou-se uma terra firme em 1130 DC. Após a extinção da linha Ludowiana reinante de contagens e terras em 1247 e a Guerra da Sucessão da Turíngia (1247-1264), a metade ocidental tornou-se independente sob o nome de ""Hesse"", para nunca mais se tornar parte da Turíngia. A maior parte da Turíngia remanescente ficou sob o domínio da dinastia Wettin, na Margravata de Meissen, o núcleo do eleitorado posterior e o reino da Saxônia. Com a divisão da casa de Wettin em 1485, a Turíngia foi para o ramo Ernestine sênior da família, que posteriormente subdividiu a área em vários estados menores, de acordo com a tradição saxã de dividir herança entre herdeiros do sexo masculino. Estes eram os ""ducados saxões"", constituídos, entre outros, pelos estados de Saxe-Weimar, Saxe-Eisenach, Saxe-Jena, Saxe-Meiningen, Saxe-Altenburg, Saxe-Coburg e Saxe-Gotha; Turíngia tornou-se apenas um conceito geográfico.",Em que anos foi travada a Guerra da Sucessão da Turíngia?,1247-1264,157
"O bairro de Thamel é o principal ""gueto de viajantes"" de Katmandu, repleto de pousadas, restaurantes, lojas e livrarias, atendendo a turistas. Outro bairro de crescente popularidade é Jhamel, um nome para Jhamsikhel cunhado para rimar com Thamel. Jhochhen Tol, também conhecida como Freak Street, é o refúgio original dos viajantes de Katmandu, popularizado pelos hippies das décadas de 1960 e 1970; continua sendo uma alternativa popular a Thamel. Asan é um bazar e uma praça cerimonial na antiga rota comercial para o Tibete, e fornece um bom exemplo de um bairro tradicional.",Qual bairro de Katmandu é conhecido por sua abundância de turistas?,Thamel,12
"A principal aplicação de urânio no setor militar está em penetradores de alta densidade. Essa munição consiste em urânio empobrecido (DU) ligado com 1-2% de outros elementos, como titânio ou molibdênio. Em alta velocidade de impacto, a densidade, dureza e piroforicidade do projétil permitem a destruição de alvos fortemente blindados. A armadura do tanque e outras armaduras removíveis do veículo também podem ser reforçadas com placas de urânio empobrecido. O uso de urânio empobrecido tornou-se política e ambientalmente controverso após o uso de tais munições pelos EUA, Reino Unido e outros países durante as guerras no Golfo Pérsico e nos Bálcãs, levantando questões sobre os compostos de urânio deixados no solo (ver Síndrome da Guerra do Golfo).","Junto com os Bálcãs, em que localização geográfica ocorreu uma guerra em que o Reino Unido usava munições com urânio empobrecido?",Golfo Pérsico,625
"A responsabilidade pelo comando militar permaneceu com o Crown-in-Council britânico, com um comandante-chefe da América do Norte estacionado em Halifax até a retirada final das unidades do Exército Britânico e da Marinha Real daquela cidade em 1906. Posteriormente, o Royal Canadian A marinha foi formada e, com o advento da aviação militar, a Royal Canadian Air Force. Essas forças foram organizadas sob o Departamento de Milícias e Defesa e divididas em Milícias Ativas Permanentes e Não-Permanentes - freqüentemente encurtadas para simplesmente A Milícia. Em 1923, o departamento foi fundido no Departamento de Defesa Nacional, mas as forças terrestres no Canadá não foram chamadas de Exército Canadense até novembro de 1940.",Onde estava o comandante-chefe estacionado?,Halifax,144
"Mali (i / ˈmɑːli /; francês: [maˈli]), oficialmente a República do Mali (francês: République du Mali), é um país sem litoral na África Ocidental. Mali é o oitavo maior país da África, com uma área de pouco mais de 1.240.000 quilômetros quadrados (480.000 milhas quadradas). A população do Mali é de 14,5 milhões. Sua capital é Bamako. O Mali consiste em oito regiões e suas fronteiras ao norte atingem profundamente o meio do deserto do Saara, enquanto a parte sul do país, onde vive a maioria dos habitantes, apresenta os rios Níger e Senegal. A economia do país se concentra na agricultura e pesca. Alguns dos recursos naturais proeminentes do Mali incluem ouro, sendo o terceiro maior produtor de ouro no continente africano, e sal. Cerca de metade da população vive abaixo da linha de pobreza internacional de US $ 1,25 (EUA) por dia. A maioria da população (55%) é muçulmana não-denominacional.","Na África, qual é o tamanho do país em Mali?",Mali é o oitavo maior país da África,146
"Alguns dias antes da queda da cidade, o Governo Nacional da China foi realocado para a cidade de Chungking (Chongqing), no sudoeste do país, e retomou a resistência chinesa. Em 1940, um governo colaborador japonês conhecido como ""Regime de Nanjing"" ou ""Governo Nacional Reorganizado da China"" liderado por Wang Jingwei foi estabelecido em Nanjing como um rival do governo de Chiang Kai-shek em Chongqing. Em 1946, após a rendição do Japão, o KMT transferiu seu governo central de volta para Nanjing.",Quando o governo nacional da China foi transferido para Chungking?,Alguns dias antes da queda da cidade,0
"Na Alemanha, grupos como Einstürzende Neubauten desenvolveram um estilo único de música industrial, utilizando ruído de vanguarda, instrumentos caseiros e objetos encontrados. Mais tarde, os membros desse grupo colaboraram com os membros da festa de aniversário. No Brasil, o cenário pós-punk cresceu após a geração do rock de Brasília com bandas como Legião Urbana, Capital Inicial e Plebe Rude e, em seguida, a abertura do clube de música Madame Satã, em São Paulo, com artistas como Cabine C, Titãs, Patife Band, Fellini e Mercenárias, conforme documentado em compilações como A Vida Sexual dos Selvagens e a série Não Wave / Não São Paulo, lançadas no Reino Unido, Alemanha e Brasil, respectivamente.",Que tipo de álbum era The Sexual Life of the Savages?,compilações,563
"O termo mais popular no Canadá de língua inglesa usado para um estabelecimento de bebidas era ""taberna"", até a década de 1970, quando o termo ""bar"" se espalhou como nos Estados Unidos. Nos anos 1800, o termo usado era ""casa pública"", como na Inglaterra, mas ""cultura de pub"" não se espalhou para o Canadá. Uma falsa tendência de pub de aparência inglesa começou nos anos 90, incorporada às fachadas de lojas existentes, como bares comuns. A maioria das universidades no Canadá possui bares no campus, essenciais para a vida estudantil, pois seria uma má forma servir álcool aos estudantes sem fornecer algum tipo de alimento básico. Muitas vezes, esses bares são administrados pelo sindicato dos estudantes. O conceito de gastropub ganhou força, pois as influências britânicas tradicionais podem ser encontradas em muitos pratos canadenses. Atualmente, existem bares nas grandes cidades do Canadá que atendem a qualquer pessoa interessada em um ambiente de bebida do tipo ""pub"".","No século 19, que termo foi usado no Canadá de língua inglesa para descrever um estabelecimento para beber?",casa pública,219
"Em 9 de dezembro de 2010, o The Sun publicou uma matéria de primeira página alegando que o grupo terrorista Al-Qaeda havia ameaçado um ataque terrorista à Granada Television em Manchester para interromper o episódio da novela Coronation Street a ser transmitida ao vivo naquela noite. O jornal citou fontes não identificadas, alegando que ""os policiais estão jogando um anel de aço ao redor do episódio ao vivo de Coronation Street, nesta noite, devido a temores de que a Al-Qaeda tenha sido atingida"". Mais tarde naquela manhã, no entanto, a polícia da Grande Manchester negou categoricamente ""ter sido informada de qualquer ameaça da Al-Qaeda ou de qualquer outra organização proibida"". O Sun publicou uma pequena correção em 28 de dezembro, admitindo que ""enquanto o elenco e a equipe estavam sujeitos a buscas de corpo inteiro, não havia ameaça específica da Al-Qaeda, como relatamos"". As desculpas foram negociadas pela Comissão de Reclamações da Imprensa. No dia seguinte aos ataques da Noruega em 2011, o The Sun produziu uma edição inicial, culpando o massacre da Al Qaeda. Mais tarde, o autor revelou-se Anders Behring Breivik, nacionalista norueguês.",Qual foi o programa de televisão que teria sido afetado pelo ataque?,Coronation Street,226
"O Movimento Romântico do início do século XIX reformulou a ciência, abrindo novas atividades inesperadas nas abordagens clássicas do Iluminismo. Os principais avanços ocorreram na biologia, especialmente na teoria da evolução de Darwin, bem como na física (eletromagnetismo), matemática (geometria não euclidiana, teoria de grupos) e química (química orgânica). O declínio do romantismo ocorreu porque um novo movimento, o positivismo, começou a se apossar dos ideais dos intelectuais após 1840 e durou até cerca de 1880.",Qual disciplina de física foi afetada pelo Movimento Romântico?,eletromagnetismo,257
"A escola Theravada se espalhou para o sul da Índia no século III aC, para o Sri Lanka e Tailândia e Birmânia e, posteriormente, também para a Indonésia. A escola de Dharmagupta se espalhou (também no século III aC) ao norte, até Caxemira, Gandhara e Bactria (Afeganistão).",A escola Theravada se espalhou para o sul da Índia em que século AEC?,século III aC,54
"Em 2010, 24,9% dos domicílios relataram ter filhos menores de 18 anos morando com eles, 28,3% eram casais casados e 22,5% tinham uma moradora sem marido presente, 6,0% com um morador sem esposa presente e 43,2 por cento eram não familiares. A cidade informou que 34,1% de todos os domicílios eram constituídos por indivíduos, enquanto 10,5% tinham alguém morando sozinho, com 65 anos ou mais. O tamanho médio da família era 2,45 e o tamanho médio da família era 3,20. Em 2013, a porcentagem de mulheres que deram à luz nos 12 meses anteriores que eram solteiros foi de 56%. Dos adultos da Filadélfia, 31% eram casados ou viviam em casal, 55% não eram casados, 11% eram divorciados ou separados e 3% eram viúvos.","No último censo, quantas famílias tinham filhos menores de 18 anos?","24,9%",9
"Durante o referendo presidencial no Egito, Nasser foi reeleito para um segundo mandato como presidente do UAR e prestou juramento em 25 de março de 1965. Ele era o único candidato ao cargo, com praticamente todos os seus oponentes políticos proibidos por lei de concorrer à cargo e seus companheiros de partido reduzidos a meros seguidores. Nesse mesmo ano, Nasser prendeu o ideólogo chefe da Irmandade Muçulmana Sayyed Qutb. Qutb foi acusado e considerado culpado pelo tribunal de planejar assassinar Nasser e foi executado em 1966. A partir de 1966, quando a economia do Egito desacelerava e a dívida do governo se tornava cada vez mais onerosa, Nasser começou a facilitar o controle estatal sobre o setor privado, incentivando o Estado a empréstimos bancários próprios para empresas privadas e introdução de incentivos para aumentar as exportações. Nos anos 60, a economia egípcia passou da lentidão à beira do colapso, a sociedade ficou menos livre e o apelo de Nasser diminuiu consideravelmente.",Qual foi a sentença de Qutb?,executado,515
"O Artspace na Orange Street é uma das várias galerias de arte contemporânea da cidade, apresentando o trabalho de artistas locais, nacionais e internacionais. Outros incluem City Gallery e A. Leaf Gallery no centro da cidade. As galerias de Westville incluem Kehler Liddell, Jennifer Jane Gallery e The Hungry Eye. O complexo da Erector Square, no bairro de Fair Haven, abriga a galeria Parachute Factory, juntamente com vários estúdios de artistas, e serve como destino ativo durante os Estúdios abertos em toda a cidade, realizados anualmente em outubro.","Para que evento anual de arte de New Haven, realizado no início de outubro, é usado o complexo Erector Square?",Estúdios abertos em toda a cidade,488
